Time,Ax,Ay,Az,A_rms,Mx,My,Mz,M_rms
20:57:25:156,0.02,-0.01,-1.00,0.58,-264.70,-70.80,-95.10,167.45
20:57:25:710,0.03,-0.02,-0.99,0.57,-264.30,-74.50,-92.10,167.22
20:57:26:264,0.03,-0.01,-0.99,0.57,-264.00,-72.50,-91.70,166.69
20:57:26:818,0.03,-0.01,-1.00,0.58,-266.00,-72.60,-93.30,168.06
20:57:27:372,0.03,-0.01,-0.99,0.57,-265.70,-71.50,-94.20,167.91
20:57:27:926,0.03,-0.01,-1.00,0.58,-263.40,-71.00,-90.40,165.92
20:57:28:480,0.03,-0.01,-0.99,0.57,-265.00,-71.60,-91.20,167.00
20:57:29:034,0.03,-0.01,-0.99,0.57,-263.50,-71.80,-93.70,166.70
20:57:29:588,0.03,-0.02,-1.00,0.58,-265.70,-72.30,-90.10,167.27
20:57:30:142,0.03,-0.01,-0.99,0.57,-266.00,-70.90,-93.50,167.85
20:57:30:696,0.03,-0.01,-1.00,0.58,-265.00,-70.00,-91.60,166.85
20:57:31:252,0.03,-0.01,-0.99,0.57,-264.10,-71.30,-93.50,166.91
20:57:31:804,0.03,-0.01,-1.00,0.58,-264.70,-71.50,-90.60,166.72
20:57:32:358,0.03,-0.01,-1.00,0.58,-263.90,-71.10,-91.10,166.33
20:57:32:912,0.03,-0.01,-1.00,0.58,-265.50,-72.60,-95.20,168.15
20:57:33:466,0.03,-0.01,-0.99,0.57,-265.10,-71.50,-94.00,167.56
20:57:34:020,0.03,-0.01,-0.99,0.57,-266.10,-71.60,-91.70,167.67
20:57:34:574,0.03,-0.01,-0.99,0.57,-264.00,-72.30,-94.50,167.19
20:57:35:128,0.03,-0.01,-0.99,0.57,-264.60,-71.90,-95.70,167.67
20:57:35:682,0.03,-0.01,-0.99,0.57,-265.20,-70.70,-92.40,167.20
20:57:36:236,0.03,-0.01,-0.99,0.57,-263.90,-72.00,-93.10,166.83
20:57:36:790,0.02,-0.01,-1.00,0.58,-263.70,-73.60,-90.30,166.44
20:57:37:344,0.03,-0.01,-1.00,0.58,-265.00,-72.30,-93.10,167.45
20:57:37:898,0.03,-0.01,-0.99,0.57,-264.70,-72.70,-92.90,167.31
20:57:38:452,0.03,-0.01,-1.00,0.58,-265.50,-71.80,-92.20,167.48
20:57:39:006,0.03,-0.01,-1.00,0.58,-265.50,-72.50,-93.80,167.87
20:57:39:560,0.03,-0.01,-0.99,0.57,-264.70,-72.90,-93.70,167.49
20:57:40:114,0.02,-0.01,-0.99,0.57,-265.70,-72.50,-91.50,167.56
20:57:40:668,0.03,-0.01,-1.00,0.58,-265.10,-73.00,-92.80,167.55
20:57:41:222,0.03,-0.01,-0.99,0.57,-265.20,-71.60,-93.70,167.57
20:57:41:776,0.03,-0.01,-0.99,0.57,-264.70,-71.70,-92.40,167.08
20:57:42:330,0.03,-0.01,-0.99,0.57,-265.20,-71.60,-92.20,167.29
20:57:42:884,0.03,-0.01,-1.00,0.58,-264.20,-72.30,-93.00,167.01
20:57:43:438,0.03,-0.01,-0.99,0.57,-266.10,-72.40,-91.00,167.66
20:57:43:992,0.02,-0.01,-1.00,0.58,-266.80,-71.90,-94.00,168.51
20:57:44:546,0.02,-0.01,-0.99,0.57,-263.80,-71.60,-92.90,166.68
20:57:45:100,0.03,-0.01,-0.99,0.57,-265.30,-71.90,-92.50,167.44
20:57:45:654,0.03,-0.01,-1.00,0.58,-266.30,-72.20,-91.80,167.88
20:57:46:208,0.03,-0.01,-0.99,0.57,-265.80,-71.10,-90.80,167.28
20:57:46:762,0.03,-0.01,-0.99,0.57,-264.70,-72.90,-92.60,167.29
20:57:47:317,0.03,-0.01,-0.99,0.57,-265.90,-70.20,-94.10,167.82
20:57:47:870,0.03,-0.01,-1.00,0.58,-263.40,-73.10,-93.60,166.82
20:57:48:424,0.03,-0.02,-1.00,0.58,-264.80,-73.30,-91.60,167.21
20:57:48:978,0.03,-0.01,-1.00,0.58,-264.60,-72.00,-91.10,166.83
20:57:49:532,0.03,-0.01,-0.99,0.57,-266.70,-71.30,-93.20,168.22
20:57:50:086,0.03,-0.01,-1.00,0.58,-265.40,-73.70,-94.10,168.05
20:57:50:640,0.03,-0.02,-1.00,0.58,-265.50,-72.80,-91.70,167.53
20:57:51:194,0.03,-0.01,-1.00,0.57,-265.40,-72.50,-93.40,167.75
20:57:51:748,0.03,-0.01,-1.00,0.58,-264.90,-71.70,-90.80,166.89
20:57:52:304,0.03,-0.01,-0.99,0.57,-265.60,-72.40,-93.90,167.93
20:57:52:856,0.03,-0.01,-1.00,0.58,-264.00,-71.20,-94.50,167.03
20:57:53:410,0.03,-0.01,-1.00,0.58,-264.60,-70.70,-92.30,166.86
20:57:53:964,0.03,-0.01,-1.00,0.58,-264.70,-72.70,-92.80,167.30
20:57:54:518,0.03,-0.01,-0.99,0.57,-263.70,-71.70,-92.20,166.51
20:57:55:072,0.03,-0.01,-1.01,0.58,-264.60,-71.60,-92.30,166.99
20:57:55:626,0.03,-0.01,-0.99,0.57,-264.80,-71.80,-92.50,167.16
20:57:56:180,0.03,-0.02,-1.00,0.58,-266.00,-72.00,-92.90,167.90
20:57:56:734,0.03,-0.01,-0.99,0.57,-264.60,-71.60,-93.60,167.23
20:57:57:288,0.02,-0.01,-0.99,0.57,-264.00,-71.80,-93.00,166.83
20:57:57:842,0.03,-0.01,-1.00,0.58,-265.80,-72.30,-93.00,167.86
20:57:58:396,0.03,-0.01,-1.00,0.57,-264.00,-70.80,-92.20,166.54
20:57:58:950,0.03,-0.01,-1.00,0.58,-265.00,-71.50,-92.50,167.23
20:57:59:504,0.03,-0.01,-0.99,0.57,-265.40,-73.20,-93.30,167.83
20:58:00:058,0.03,-0.01,-1.00,0.58,-264.20,-71.70,-92.20,166.78
20:58:00:612,0.03,-0.01,-0.99,0.57,-266.10,-70.80,-91.30,167.49
20:58:01:166,0.03,-0.01,-1.00,0.58,-264.80,-73.80,-93.90,167.71
20:58:01:720,0.03,-0.01,-0.99,0.57,-264.60,-71.20,-92.80,167.03
20:58:02:274,0.03,-0.01,-0.99,0.57,-265.70,-72.20,-91.80,167.57
20:58:02:828,0.03,-0.01,-1.00,0.58,-264.80,-71.30,-92.20,167.04
20:58:03:382,0.03,-0.01,-1.00,0.58,-265.00,-72.10,-93.60,167.52
20:58:03:936,0.03,-0.01,-0.99,0.57,-264.60,-72.10,-92.80,167.16
20:58:04:490,0.03,-0.01,-1.00,0.58,-264.90,-71.80,-95.50,167.78
20:58:05:044,0.02,-0.02,-1.00,0.58,-265.10,-73.10,-93.00,167.60
20:58:05:598,0.03,-0.01,-0.99,0.57,-265.00,-72.30,-93.70,167.56
20:58:06:152,0.03,-0.01,-0.99,0.57,-264.20,-73.60,-92.80,167.16
20:58:06:706,0.03,-0.01,-0.99,0.57,-265.30,-71.60,-92.20,167.34
20:58:07:260,0.03,-0.01,-1.00,0.58,-264.80,-71.40,-92.70,167.14
20:58:07:814,0.02,-0.01,-0.99,0.57,-262.70,-72.60,-92.10,166.10
20:58:08:368,0.03,-0.01,-1.00,0.58,-264.70,-73.70,-93.80,167.63
20:58:08:922,0.02,-0.01,-0.99,0.57,-265.40,-73.60,-92.10,167.67
20:58:09:476,0.03,-0.01,-1.00,0.58,-265.50,-73.30,-93.50,167.93
20:58:10:030,0.03,-0.01,-0.99,0.57,-264.70,-71.20,-92.40,167.01
20:58:10:584,0.03,-0.02,-1.00,0.58,-264.80,-71.50,-91.50,166.94
20:58:11:138,0.03,-0.01,-1.00,0.58,-264.60,-71.50,-91.20,166.78
20:58:11:692,0.03,-0.01,-1.00,0.58,-265.20,-71.70,-95.30,167.88
20:58:12:246,0.02,-0.01,-1.00,0.57,-264.20,-72.60,-91.20,166.72
20:58:12:800,0.03,-0.01,-0.99,0.57,-264.90,-71.30,-94.00,167.42
20:58:13:354,0.03,-0.01,-1.00,0.58,-265.30,-73.20,-91.60,167.46
20:58:13:908,0.03,-0.01,-0.99,0.57,-264.30,-72.30,-91.70,166.82
20:58:14:462,0.03,-0.01,-0.99,0.57,-265.40,-71.50,-93.10,167.55
20:58:15:017,0.03,-0.01,-0.99,0.57,-265.50,-71.40,-94.10,167.77
20:58:15:570,0.03,-0.01,-1.00,0.58,-264.60,-73.10,-94.40,167.60
20:58:16:124,0.03,-0.01,-1.00,0.58,-264.20,-72.60,-91.50,166.78
20:58:16:678,0.02,-0.01,-1.00,0.58,-265.80,-71.40,-93.00,167.73
20:58:17:232,0.02,-0.01,-0.99,0.57,-265.30,-72.60,-92.20,167.49
20:58:17:789,0.03,-0.01,-1.00,0.58,-266.30,-73.20,-92.30,168.12
20:58:18:340,0.03,-0.01,-0.99,0.57,-265.90,-71.70,-93.20,167.86
20:58:18:894,0.03,-0.01,-0.99,0.57,-265.10,-72.40,-91.10,167.15
20:58:19:448,0.03,-0.01,-0.99,0.57,-264.80,-71.80,-92.20,167.11
20:58:20:002,0.02,-0.01,-0.99,0.57,-265.80,-71.50,-91.90,167.54
20:58:20:556,0.03,-0.01,-1.00,0.58,-264.50,-73.00,-92.70,167.21
20:58:21:110,0.03,-0.01,-0.99,0.57,-265.10,-71.20,-93.40,167.40
20:58:21:664,0.02,-0.01,-1.00,0.58,-265.50,-70.30,-93.90,167.58
20:58:22:218,0.03,-0.02,-0.99,0.57,-265.20,-72.20,-93.30,167.58
20:58:22:772,0.03,-0.02,-1.00,0.58,-264.60,-72.10,-93.10,167.21
20:58:23:326,0.03,-0.01,-0.99,0.57,-266.00,-72.80,-91.90,167.83
20:58:23:880,0.03,-0.01,-0.99,0.57,-265.60,-72.70,-94.00,167.99
20:58:24:434,0.03,-0.01,-1.00,0.58,-264.70,-71.60,-91.70,166.93
20:58:24:988,0.03,-0.01,-0.99,0.57,-264.40,-72.90,-93.70,167.33
20:58:25:542,0.03,-0.01,-0.99,0.57,-265.80,-74.60,-90.80,167.79
20:58:26:096,0.03,-0.01,-0.99,0.57,-265.40,-72.40,-92.00,167.47
20:58:26:650,0.03,-0.02,-0.99,0.57,-265.50,-72.00,-90.30,167.16
20:58:27:204,0.03,-0.01,-0.99,0.57,-265.80,-72.60,-91.10,167.55
20:58:27:758,0.03,-0.02,-1.00,0.58,-265.40,-72.30,-93.10,167.66
20:58:28:315,0.02,-0.01,-0.99,0.57,-266.50,-71.60,-93.60,168.24
20:58:28:866,0.03,-0.01,-1.00,0.58,-264.70,-72.20,-94.70,167.58
20:58:29:420,0.03,-0.01,-0.99,0.57,-265.80,-71.40,-92.30,167.60
20:58:29:974,0.03,-0.01,-1.00,0.58,-266.20,-73.10,-91.30,167.87
20:58:30:528,0.03,-0.01,-0.99,0.57,-265.90,-73.30,-92.80,168.02
20:58:31:082,0.03,-0.01,-1.00,0.58,-265.90,-71.10,-91.30,167.43
20:58:31:636,0.03,-0.01,-0.99,0.57,-265.50,-72.20,-93.00,167.68
20:58:32:190,0.03,-0.01,-1.00,0.58,-264.20,-72.40,-93.70,167.16
20:58:32:744,0.03,-0.01,-1.01,0.58,-265.30,-71.60,-92.70,167.44
20:58:33:298,0.03,-0.01,-1.00,0.58,-267.00,-72.70,-92.90,168.53
20:58:33:852,0.03,-0.01,-1.00,0.58,-264.60,-70.40,-94.10,167.16
20:58:34:406,0.03,-0.01,-0.99,0.57,-266.70,-71.40,-91.20,167.87
20:58:34:960,0.03,-0.01,-1.00,0.58,-265.70,-70.60,-90.40,167.09
20:58:35:514,0.03,-0.01,-0.99,0.57,-265.90,-73.30,-94.30,168.29
20:58:36:068,0.03,-0.01,-0.99,0.57,-263.90,-72.90,-92.70,166.88
20:58:36:622,0.03,-0.01,-0.99,0.57,-265.30,-73.30,-94.10,167.94
20:58:37:176,0.03,-0.01,-0.99,0.57,-264.80,-72.70,-94.10,167.59
20:58:37:731,0.03,-0.01,-0.99,0.57,-265.60,-72.70,-92.10,167.64
20:58:38:284,0.03,-0.01,-0.99,0.57,-266.00,-71.80,-92.00,167.71
20:58:38:843,0.03,-0.01,-0.99,0.57,-265.90,-71.00,-91.80,167.50
20:58:39:393,0.03,-0.01,-0.99,0.57,-265.30,-72.40,-93.40,167.68
20:58:39:946,0.03,-0.01,-0.99,0.57,-264.80,-71.50,-92.20,167.06
20:58:40:501,0.03,-0.01,-1.00,0.58,-264.80,-72.30,-92.60,167.25
20:58:41:055,0.03,-0.01,-0.99,0.57,-264.10,-71.20,-91.50,166.52
20:58:41:608,0.03,-0.01,-0.99,0.57,-266.20,-71.80,-96.90,168.73
20:58:42:162,0.03,-0.01,-1.01,0.58,-264.80,-73.10,-92.00,167.26
20:58:42:717,0.03,-0.01,-0.99,0.57,-264.50,-72.00,-93.20,167.16
20:58:43:271,0.03,-0.02,-1.00,0.58,-265.40,-70.70,-94.30,167.66
20:58:43:824,0.03,-0.02,-0.99,0.57,-263.80,-70.30,-94.80,166.85
20:58:44:379,0.03,-0.01,-1.00,0.58,-264.40,-72.80,-93.10,167.21
20:58:44:933,0.03,-0.01,-0.99,0.57,-265.10,-71.90,-92.20,167.28
20:58:45:486,0.03,-0.01,-0.99,0.57,-264.80,-72.20,-93.70,167.44
20:58:46:041,0.03,-0.01,-1.00,0.58,-264.90,-72.30,-91.30,167.07
20:58:46:595,0.03,-0.01,-1.00,0.58,-266.50,-73.50,-92.40,168.29
20:58:47:148,0.03,-0.01,-1.00,0.58,-263.70,-72.20,-95.00,167.11
20:58:47:703,0.02,-0.01,-0.99,0.57,-265.50,-72.60,-90.90,167.36
20:58:48:257,0.03,-0.01,-0.99,0.57,-264.90,-72.50,-93.30,167.46
20:58:48:811,0.03,-0.01,-0.99,0.57,-266.40,-71.80,-91.80,167.88
20:58:49:365,0.02,-0.01,-1.00,0.58,-265.20,-71.70,-93.70,167.58
20:58:49:919,0.03,-0.01,-0.99,0.57,-264.20,-71.80,-94.10,167.14
20:58:50:473,0.03,-0.02,-0.99,0.57,-264.70,-72.20,-94.90,167.62
20:58:51:027,0.03,-0.02,-0.99,0.57,-265.20,-74.00,-92.60,167.71
20:58:51:581,0.03,-0.01,-1.00,0.57,-265.50,-72.90,-93.80,167.93
20:58:52:135,0.02,-0.01,-0.99,0.57,-265.60,-72.10,-91.60,167.46
20:58:52:689,0.03,-0.01,-1.00,0.58,-265.00,-71.00,-93.80,167.40
20:58:53:243,0.03,-0.01,-0.99,0.57,-264.90,-71.00,-93.30,167.25
20:58:53:797,0.03,-0.01,-0.99,0.57,-264.20,-72.60,-91.00,166.69
20:58:54:351,0.02,-0.01,-0.99,0.57,-265.30,-72.40,-91.50,167.33
20:58:54:905,0.02,-0.01,-0.99,0.57,-264.90,-72.50,-92.90,167.39
20:58:55:465,0.03,-0.01,-1.00,0.58,-263.30,-71.50,-92.30,166.29
20:58:56:013,0.03,-0.02,-1.00,0.58,-264.50,-71.90,-92.20,166.96
20:58:56:567,0.03,-0.01,-1.00,0.58,-264.60,-72.50,-93.90,167.42
20:58:57:121,0.03,-0.01,-0.99,0.57,-265.30,-72.60,-93.00,167.63
20:58:57:675,0.03,-0.01,-0.99,0.57,-264.30,-72.20,-93.60,167.16
20:58:58:229,0.03,-0.01,-1.00,0.58,-264.80,-72.10,-93.00,167.30
20:58:58:783,0.02,-0.01,-0.99,0.57,-264.50,-71.50,-92.00,166.87
20:58:59:337,0.03,-0.01,-1.00,0.58,-265.30,-72.70,-91.10,167.30
20:58:59:891,0.03,-0.01,-0.99,0.57,-264.00,-72.60,-91.80,166.73
20:59:00:445,0.03,-0.02,-0.99,0.57,-266.60,-73.40,-95.50,168.90
20:59:00:999,0.03,-0.01,-1.00,0.58,-264.70,-73.30,-90.90,167.03
20:59:01:553,0.03,-0.01,-1.00,0.58,-265.80,-72.50,-92.20,167.74
20:59:02:107,0.03,-0.01,-1.00,0.58,-265.10,-72.80,-93.70,167.69
20:59:02:661,0.03,-0.01,-1.00,0.58,-265.40,-72.30,-90.30,167.15
20:59:03:215,0.02,-0.02,-0.99,0.57,-265.40,-71.50,-92.90,167.51
20:59:03:769,0.03,-0.01,-1.00,0.58,-264.70,-72.10,-92.80,167.21
20:59:04:323,0.03,-0.01,-1.00,0.58,-264.50,-72.50,-92.30,167.07
20:59:04:877,0.03,-0.01,-1.00,0.58,-264.50,-73.70,-92.70,167.32
20:59:05:431,0.03,-0.01,-0.99,0.57,-265.10,-73.60,-91.70,167.44
20:59:05:985,0.03,-0.01,-0.99,0.57,-265.30,-72.20,-92.60,167.50
20:59:06:539,0.03,-0.01,-0.99,0.57,-265.00,-74.30,-93.00,167.72
20:59:07:093,0.03,-0.01,-1.00,0.58,-264.70,-71.80,-93.00,167.20
20:59:07:647,0.03,-0.01,-1.00,0.58,-266.10,-72.80,-93.00,168.09
20:59:08:201,0.03,-0.01,-0.99,0.57,-264.30,-72.20,-94.00,167.24
20:59:08:755,0.03,-0.01,-1.00,0.57,-264.90,-72.30,-93.60,167.49
20:59:09:309,0.03,-0.01,-0.98,0.57,-263.90,-72.80,-91.80,166.70
20:59:09:863,0.03,-0.01,-1.00,0.58,-265.10,-72.10,-91.30,167.14
20:59:10:417,0.03,-0.01,-0.99,0.57,-264.50,-73.20,-91.20,166.97
20:59:10:971,0.03,-0.01,-1.00,0.58,-265.70,-72.90,-90.50,167.43
20:59:11:525,0.03,-0.01,-0.99,0.57,-264.80,-73.10,-92.60,167.37
20:59:12:079,0.03,-0.01,-1.00,0.58,-264.20,-72.50,-93.20,167.08
20:59:12:633,0.03,-0.02,-1.00,0.58,-264.00,-72.70,-92.60,166.89
20:59:13:187,0.02,-0.01,-1.00,0.58,-264.30,-73.20,-91.00,166.83
20:59:13:741,0.03,-0.01,-0.99,0.57,-264.60,-73.00,-93.80,167.47
20:59:14:295,0.03,-0.01,-1.00,0.58,-265.00,-72.40,-93.10,167.47
20:59:14:851,0.03,-0.01,-1.00,0.58,-264.00,-72.40,-93.50,167.01
20:59:15:403,0.03,-0.01,-1.00,0.58,-264.80,-73.10,-91.70,167.20
20:59:15:957,0.03,-0.01,-1.00,0.58,-265.10,-72.90,-94.30,167.81
20:59:16:511,0.03,-0.01,-0.99,0.57,-264.80,-71.80,-93.20,167.29
20:59:17:065,0.03,-0.01,-1.01,0.58,-265.20,-74.00,-91.90,167.58
20:59:17:619,0.03,-0.01,-0.99,0.57,-263.40,-72.20,-92.10,166.41
20:59:18:173,0.03,-0.01,-1.00,0.58,-264.10,-73.20,-93.50,167.18
20:59:18:727,0.03,-0.00,-0.99,0.57,-264.00,-72.50,-93.00,166.93
20:59:19:281,0.03,-0.01,-1.00,0.58,-264.30,-73.00,-91.80,166.94
20:59:19:835,0.03,-0.01,-0.99,0.57,-264.50,-71.70,-92.90,167.06
20:59:20:389,0.02,-0.01,-0.99,0.57,-264.00,-70.10,-92.00,166.41
20:59:20:943,0.03,-0.01,-1.00,0.58,-265.10,-71.70,-93.80,167.55
20:59:21:497,0.03,-0.01,-0.99,0.57,-265.00,-72.70,-93.20,167.53
20:59:22:051,0.03,-0.01,-0.99,0.57,-264.60,-71.70,-92.70,167.08
20:59:22:605,0.03,-0.01,-1.00,0.58,-264.00,-70.50,-93.70,166.78
20:59:23:159,0.03,-0.01,-0.99,0.57,-265.60,-72.20,-93.60,167.85
20:59:23:713,0.03,-0.02,-0.99,0.57,-265.60,-70.90,-93.40,167.62
20:59:24:267,0.03,-0.01,-0.99,0.57,-264.30,-74.90,-93.60,167.56
20:59:24:821,0.03,-0.01,-0.99,0.57,-265.60,-72.80,-92.10,167.66
20:59:25:375,0.03,-0.01,-1.00,0.58,-266.00,-72.00,-91.30,167.61
20:59:25:929,0.03,-0.01,-0.98,0.57,-265.00,-72.70,-94.80,167.83
20:59:26:483,0.03,-0.01,-0.99,0.57,-263.90,-70.90,-91.60,166.39
20:59:27:037,0.03,-0.02,-0.99,0.57,-264.00,-72.40,-92.90,166.90
20:59:27:591,0.03,-0.01,-0.99,0.57,-264.60,-72.60,-92.90,167.25
20:59:28:145,0.03,-0.01,-0.99,0.57,-266.10,-72.90,-91.90,167.90
20:59:28:699,0.03,-0.01,-0.99,0.57,-264.00,-71.80,-92.80,166.80
20:59:29:253,0.03,-0.01,-1.00,0.58,-265.10,-72.80,-92.80,167.52
20:59:29:807,0.03,-0.01,-0.99,0.57,-265.10,-72.40,-92.10,167.33
20:59:30:361,0.03,-0.02,-0.99,0.57,-265.60,-72.40,-95.50,168.23
20:59:30:915,0.03,-0.02,-0.98,0.57,-266.50,-73.00,-92.40,168.22
20:59:31:469,0.03,-0.01,-0.99,0.57,-265.30,-73.70,-92.70,167.74
20:59:32:023,0.03,-0.02,-0.99,0.57,-264.60,-71.70,-93.20,167.17
20:59:32:577,0.03,-0.02,-0.99,0.57,-265.60,-72.10,-92.80,167.68
20:59:33:131,0.03,-0.02,-0.99,0.57,-263.70,-72.00,-93.60,166.82
20:59:33:685,0.03,-0.01,-0.99,0.57,-264.30,-70.70,-96.10,167.42
20:59:34:239,0.03,-0.02,-0.99,0.57,-264.00,-72.60,-92.90,166.93
20:59:34:793,0.03,-0.01,-0.99,0.57,-263.80,-72.80,-91.40,166.58
20:59:35:347,0.03,-0.01,-0.99,0.57,-264.90,-73.00,-92.10,167.32
20:59:35:901,0.03,-0.01,-1.00,0.58,-264.30,-71.80,-91.50,166.72
20:59:36:455,0.03,-0.01,-1.00,0.58,-265.50,-71.90,-92.20,167.49
20:59:37:009,0.03,-0.01,-1.00,0.58,-264.60,-72.30,-93.30,167.28
20:59:37:563,0.03,-0.02,-1.00,0.58,-266.70,-73.10,-91.20,168.12
20:59:38:117,0.02,-0.01,-0.99,0.57,-264.50,-71.70,-93.50,167.18
20:59:38:671,0.03,-0.01,-1.00,0.58,-265.50,-71.80,-93.00,167.63
20:59:39:225,0.03,-0.01,-0.99,0.57,-265.20,-71.00,-92.00,167.17
20:59:39:779,0.03,-0.01,-1.00,0.58,-265.30,-71.30,-93.70,167.58
20:59:40:333,0.02,-0.01,-0.99,0.57,-264.50,-71.10,-92.00,166.81
20:59:40:887,0.03,-0.01,-0.99,0.57,-265.80,-73.10,-93.20,168.01
20:59:41:441,0.03,-0.01,-1.00,0.58,-264.50,-72.30,-92.40,167.06
20:59:41:995,0.03,-0.01,-0.99,0.57,-265.90,-72.00,-91.00,167.50
20:59:42:549,0.03,-0.01,-1.00,0.58,-265.30,-72.50,-92.90,167.60
20:59:43:103,0.03,-0.01,-0.98,0.57,-264.40,-72.20,-93.20,167.14
20:59:43:657,0.03,-0.01,-1.00,0.58,-265.30,-71.90,-89.20,166.84
20:59:44:211,0.03,-0.01,-0.99,0.57,-264.70,-72.70,-92.60,167.26
20:59:44:765,0.03,-0.01,-1.00,0.58,-265.50,-71.90,-93.20,167.68
20:59:45:319,0.03,-0.02,-0.99,0.57,-266.00,-72.30,-92.10,167.80
20:59:45:873,0.03,-0.01,-1.00,0.58,-265.40,-72.70,-94.10,167.91
20:59:46:427,0.03,-0.01,-1.00,0.58,-264.60,-72.50,-94.00,167.44
20:59:46:981,0.03,-0.01,-1.00,0.58,-265.40,-72.00,-92.60,167.53
20:59:47:535,0.03,-0.01,-1.00,0.58,-265.30,-72.00,-94.10,167.75
20:59:48:089,0.03,-0.01,-0.99,0.57,-265.30,-71.40,-94.50,167.74
20:59:48:643,0.03,-0.01,-0.99,0.57,-264.90,-73.60,-93.20,167.61
20:59:49:197,0.02,-0.01,-1.00,0.58,-264.40,-73.40,-94.30,167.52
20:59:49:751,0.03,-0.01,-1.00,0.58,-265.50,-73.40,-92.70,167.80
20:59:50:305,0.02,-0.01,-0.99,0.57,-265.10,-72.90,-94.20,167.80
20:59:50:859,0.03,-0.01,-1.00,0.58,-265.40,-72.20,-90.30,167.14
20:59:51:413,0.03,-0.01,-0.99,0.57,-266.10,-71.30,-93.50,167.96
20:59:51:967,0.03,-0.01,-1.00,0.58,-266.50,-71.30,-94.20,168.30
20:59:52:521,0.03,-0.01,-0.99,0.57,-265.60,-72.40,-92.60,167.69
20:59:53:075,0.03,-0.01,-1.00,0.58,-265.10,-71.10,-94.90,167.67
20:59:53:629,0.03,-0.01,-0.99,0.57,-265.30,-72.20,-91.10,167.23
20:59:54:183,0.03,-0.01,-1.00,0.58,-264.90,-70.90,-91.20,166.85
20:59:54:737,0.03,-0.01,-1.00,0.58,-266.00,-71.30,-93.60,167.93
20:59:55:291,0.03,-0.01,-1.00,0.58,-264.60,-72.10,-91.00,166.83
20:59:55:845,0.02,-0.01,-1.00,0.58,-265.70,-71.40,-92.70,167.62
20:59:56:399,0.03,-0.02,-0.99,0.57,-265.00,-72.60,-93.20,167.51
20:59:56:953,0.03,-0.01,-1.00,0.58,-265.80,-72.40,-92.70,167.81
20:59:57:507,0.03,-0.02,-0.99,0.57,-265.80,-72.60,-91.90,167.70
20:59:58:061,0.03,-0.01,-1.00,0.58,-265.10,-71.80,-90.60,166.97
20:59:58:615,0.03,-0.01,-0.99,0.57,-264.40,-72.20,-92.40,166.99
20:59:59:169,0.03,-0.01,-1.00,0.58,-265.10,-73.50,-94.50,167.94
20:59:59:723,0.03,-0.01,-0.99,0.57,-265.30,-74.20,-93.20,167.90
21:00:00:277,0.03,-0.01,-0.99,0.57,-264.80,-71.80,-92.40,167.14
21:00:00:831,0.03,-0.01,-0.99,0.57,-264.70,-73.00,-91.90,167.17
21:00:01:392,0.03,-0.01,-0.99,0.57,-265.00,-71.60,-93.40,167.41
21:00:01:939,0.03,-0.01,-0.99,0.57,-265.30,-72.60,-92.40,167.52
21:00:02:493,0.03,-0.01,-1.00,0.58,-265.10,-71.90,-95.50,167.90
21:00:03:047,0.03,-0.01,-0.99,0.57,-265.70,-72.70,-92.90,167.84
21:00:03:601,0.03,-0.01,-1.00,0.58,-265.90,-72.20,-94.90,168.25
21:00:04:155,0.03,-0.01,-0.99,0.57,-265.70,-72.50,-92.90,167.81
21:00:04:709,0.02,-0.01,-1.00,0.58,-265.60,-73.70,-94.20,168.18
21:00:05:263,0.02,-0.01,-1.00,0.58,-264.70,-73.10,-92.30,167.26
21:00:05:818,0.03,-0.01,-0.99,0.57,-265.60,-71.50,-92.40,167.52
21:00:06:371,0.03,-0.01,-0.99,0.57,-264.40,-71.40,-91.60,166.73
21:00:06:925,0.03,-0.01,-1.00,0.58,-264.70,-71.70,-92.60,167.11
21:00:07:479,0.03,-0.01,-1.00,0.58,-267.20,-71.80,-95.30,168.95
21:00:08:033,0.03,-0.01,-0.99,0.57,-265.10,-72.10,-95.30,167.89
21:00:08:587,0.03,-0.01,-0.99,0.57,-263.70,-73.10,-93.00,166.86
21:00:09:141,0.03,-0.01,-1.00,0.58,-264.80,-71.40,-91.40,166.90
21:00:09:696,0.03,-0.01,-0.99,0.57,-266.30,-72.60,-91.30,167.85
21:00:10:249,0.03,-0.01,-0.99,0.57,-263.30,-72.50,-92.20,166.42
21:00:10:803,0.03,-0.01,-0.99,0.57,-264.40,-72.00,-90.90,166.69
21:00:11:358,0.03,-0.01,-1.00,0.58,-264.50,-71.60,-92.70,167.01
21:00:11:912,0.03,-0.02,-1.01,0.58,-265.90,-71.90,-91.70,167.61
21:00:12:465,0.03,-0.01,-0.99,0.57,-264.40,-72.10,-92.20,166.94
21:00:13:020,0.03,-0.01,-1.00,0.57,-264.80,-72.40,-93.80,167.49
21:00:13:574,0.03,-0.02,-0.99,0.57,-264.90,-71.50,-93.60,167.38
21:00:14:127,0.03,-0.02,-0.99,0.57,-263.50,-73.90,-93.90,167.04
21:00:14:682,0.03,-0.01,-0.99,0.57,-265.40,-72.80,-93.20,167.75
21:00:15:236,0.03,-0.01,-0.99,0.57,-264.70,-70.90,-93.40,167.15
21:00:15:790,0.03,-0.01,-0.99,0.57,-264.80,-73.10,-92.50,167.35
21:00:16:344,0.02,-0.01,-1.00,0.58,-264.70,-72.80,-94.20,167.57
