Time,Ax,Ay,Az,A_rms,Mx,My,Mz,M_rms
20:18:45:984,0.02,-0.01,-1.00,0.58,-256.00,-78.60,-91.70,163.42
20:18:46:538,0.02,-0.01,-0.99,0.57,-256.00,-79.50,-94.10,164.02
20:18:47:092,0.02,-0.01,-1.00,0.58,-257.10,-79.30,-90.60,163.91
20:18:47:646,0.02,-0.02,-0.99,0.57,-255.50,-80.20,-93.80,163.82
20:18:48:200,0.02,-0.01,-0.99,0.57,-254.90,-81.00,-90.60,163.04
20:18:48:754,0.02,-0.01,-1.00,0.58,-255.30,-79.30,-92.50,163.32
20:18:49:308,0.02,-0.01,-1.00,0.57,-255.00,-79.10,-92.90,163.21
20:18:49:862,0.02,-0.01,-1.00,0.57,-254.80,-78.70,-93.10,163.08
20:18:50:416,0.02,-0.01,-1.00,0.58,-254.40,-78.30,-94.10,163.00
20:18:50:970,0.02,-0.01,-0.99,0.57,-255.50,-79.00,-93.50,163.57
20:18:51:524,0.02,-0.01,-1.00,0.58,-255.20,-79.20,-93.60,163.46
20:18:52:078,0.02,-0.01,-0.99,0.57,-255.50,-79.10,-92.00,163.30
20:18:52:632,0.02,-0.02,-0.99,0.57,-254.90,-80.10,-94.70,163.66
20:18:53:186,0.02,-0.01,-1.00,0.58,-255.40,-79.70,-95.20,163.96
20:18:53:740,0.02,-0.01,-1.00,0.58,-255.90,-80.50,-90.60,163.48
20:18:54:294,0.02,-0.01,-1.00,0.58,-256.10,-79.20,-90.40,163.33
20:18:54:848,0.02,-0.01,-1.00,0.58,-255.50,-79.10,-93.80,163.64
20:18:55:421,0.03,-0.01,-0.99,0.57,-254.20,-78.80,-93.20,162.80
20:18:55:958,0.03,-0.02,-0.99,0.57,-256.00,-78.10,-94.00,163.78
20:18:56:510,0.02,-0.01,-0.99,0.57,-255.50,-78.90,-95.20,163.88
20:18:57:064,0.03,-0.01,-1.00,0.58,-256.10,-78.90,-89.50,163.12
20:18:57:618,0.02,-0.01,-1.00,0.58,-256.60,-78.60,-93.90,164.15
20:18:58:172,0.03,-0.01,-1.00,0.58,-255.60,-79.80,-93.30,163.71
20:18:58:726,0.03,-0.01,-1.00,0.58,-255.10,-79.70,-91.60,163.11
20:18:59:280,0.02,-0.01,-1.00,0.58,-254.70,-80.00,-92.70,163.16
20:18:59:834,0.02,-0.01,-1.00,0.58,-255.20,-79.60,-93.90,163.59
20:19:00:388,0.02,-0.01,-0.99,0.57,-254.80,-79.10,-94.30,163.37
20:19:00:942,0.02,-0.01,-0.99,0.57,-255.10,-80.40,-91.50,163.21
20:19:01:496,0.02,-0.01,-0.99,0.57,-255.30,-78.80,-92.60,163.26
20:19:02:050,0.02,-0.01,-0.99,0.57,-255.80,-79.90,-94.20,164.00
20:19:02:604,0.02,-0.01,-0.99,0.57,-255.50,-79.80,-92.80,163.56
20:19:03:158,0.02,-0.01,-1.00,0.58,-255.00,-79.70,-90.90,162.93
20:19:03:712,0.02,-0.02,-0.99,0.57,-253.80,-80.20,-93.10,162.80
20:19:04:266,0.02,-0.01,-0.99,0.57,-254.90,-79.80,-92.70,163.23
20:19:04:820,0.02,-0.02,-0.99,0.57,-255.50,-78.90,-91.80,163.23
20:19:05:374,0.02,-0.01,-0.99,0.57,-254.90,-79.40,-92.50,163.13
20:19:05:928,0.02,-0.01,-1.00,0.57,-255.50,-78.50,-90.10,162.85
20:19:06:486,0.02,-0.01,-1.00,0.57,-256.20,-79.30,-92.10,163.72
20:19:07:036,0.03,-0.01,-0.99,0.57,-256.10,-78.60,-91.50,163.44
20:19:07:590,0.02,-0.01,-0.99,0.57,-255.50,-79.60,-92.20,163.42
20:19:08:144,0.02,-0.01,-1.00,0.58,-254.10,-78.80,-92.70,162.65
20:19:08:698,0.02,-0.01,-1.00,0.58,-255.80,-80.40,-92.30,163.72
20:19:09:252,0.02,-0.02,-0.99,0.57,-256.50,-78.60,-90.70,163.50
20:19:09:806,0.02,-0.01,-0.99,0.57,-255.40,-79.40,-93.80,163.64
20:19:10:360,0.02,-0.01,-0.99,0.57,-255.40,-80.10,-93.00,163.60
20:19:10:914,0.02,-0.01,-1.00,0.58,-255.10,-80.00,-92.70,163.37
20:19:11:468,0.02,-0.02,-0.99,0.57,-255.50,-79.00,-91.00,163.10
20:19:12:022,0.02,-0.02,-0.99,0.57,-255.80,-79.30,-91.10,163.32
20:19:12:576,0.02,-0.01,-0.99,0.57,-255.00,-79.10,-92.10,163.06
20:19:13:130,0.02,-0.01,-1.00,0.58,-255.70,-79.60,-91.90,163.47
20:19:13:684,0.02,-0.02,-0.99,0.57,-254.30,-78.00,-90.00,162.12
20:19:14:238,0.02,-0.01,-1.00,0.58,-256.80,-79.60,-92.80,164.21
20:19:14:792,0.02,-0.01,-0.99,0.57,-254.90,-79.50,-93.60,163.36
20:19:15:346,0.03,-0.01,-1.00,0.58,-255.50,-78.10,-93.30,163.39
20:19:15:900,0.02,-0.01,-0.99,0.57,-255.60,-79.70,-92.30,163.51
20:19:16:454,0.02,-0.01,-1.00,0.58,-255.70,-79.30,-92.30,163.49
20:19:17:008,0.02,-0.01,-0.99,0.57,-256.60,-79.60,-89.30,163.46
20:19:17:562,0.03,-0.01,-0.99,0.57,-254.10,-79.20,-92.10,162.61
20:19:18:116,0.02,-0.01,-1.00,0.57,-255.30,-78.10,-92.70,163.17
20:19:18:670,0.03,-0.01,-0.99,0.57,-256.00,-79.00,-93.80,163.89
20:19:19:224,0.02,-0.01,-0.99,0.57,-254.80,-79.40,-91.00,162.80
20:19:19:778,0.02,-0.01,-0.99,0.57,-253.80,-80.00,-92.50,162.66
20:19:20:332,0.02,-0.01,-1.00,0.58,-254.90,-79.20,-92.00,163.00
20:19:20:886,0.02,-0.01,-0.99,0.57,-255.60,-79.30,-90.80,163.16
20:19:21:440,0.02,-0.01,-0.99,0.57,-255.00,-79.50,-91.10,162.94
20:19:21:994,0.02,-0.01,-0.99,0.57,-254.50,-80.20,-91.80,162.92
20:19:22:548,0.02,-0.01,-0.99,0.57,-254.80,-79.10,-90.20,162.60
20:19:23:102,0.02,-0.01,-1.00,0.58,-256.20,-79.90,-91.20,163.65
20:19:23:656,0.02,-0.01,-0.99,0.57,-255.50,-79.80,-91.60,163.34
20:19:24:210,0.02,-0.01,-1.00,0.57,-254.50,-79.10,-92.40,162.85
20:19:24:764,0.02,-0.02,-0.99,0.57,-255.40,-79.30,-93.40,163.55
20:19:25:318,0.02,-0.01,-1.00,0.58,-253.80,-78.50,-92.60,162.43
20:19:25:872,0.02,-0.01,-1.00,0.58,-254.40,-79.70,-90.40,162.53
20:19:26:426,0.02,-0.01,-0.99,0.57,-255.70,-80.60,-92.70,163.78
20:19:26:980,0.03,-0.01,-0.99,0.57,-255.20,-79.00,-92.10,163.15
20:19:27:534,0.02,-0.01,-0.99,0.57,-254.70,-80.90,-91.80,163.14
20:19:28:088,0.02,-0.01,-1.00,0.58,-254.50,-79.40,-92.80,162.98
20:19:28:642,0.02,-0.01,-0.99,0.57,-255.30,-80.70,-93.50,163.74
20:19:29:196,0.02,-0.01,-1.00,0.58,-254.70,-79.50,-92.10,162.97
20:19:29:750,0.03,-0.01,-0.99,0.57,-255.30,-78.90,-92.20,163.20
20:19:30:304,0.03,-0.01,-0.99,0.57,-255.70,-79.60,-94.40,163.94
20:19:30:858,0.02,-0.01,-0.99,0.57,-253.10,-80.40,-91.20,162.11
20:19:31:412,0.02,-0.01,-1.00,0.58,-255.80,-79.10,-92.60,163.57
20:19:31:966,0.03,-0.02,-1.00,0.58,-255.30,-80.40,-91.00,163.22
20:19:32:520,0.02,-0.01,-1.00,0.58,-254.40,-77.70,-91.20,162.35
20:19:33:074,0.02,-0.01,-1.00,0.58,-255.60,-79.60,-93.60,163.74
20:19:33:628,0.02,-0.02,-1.00,0.58,-257.10,-79.40,-90.50,163.91
20:19:34:182,0.02,-0.01,-0.99,0.57,-255.80,-77.90,-93.10,163.47
20:19:34:736,0.02,-0.01,-1.00,0.58,-256.00,-79.00,-93.50,163.83
20:19:35:290,0.02,-0.01,-0.99,0.57,-257.20,-78.80,-90.70,163.90
20:19:35:844,0.02,-0.02,-0.99,0.57,-255.40,-77.90,-91.20,162.91
20:19:36:398,0.02,-0.01,-0.99,0.57,-255.00,-78.80,-91.40,162.88
20:19:36:952,0.02,-0.01,-0.99,0.57,-256.30,-79.60,-91.60,163.72
20:19:37:506,0.02,-0.01,-1.00,0.58,-254.90,-79.00,-91.50,162.88
20:19:38:060,0.02,-0.01,-0.99,0.57,-254.50,-79.20,-91.00,162.61
20:19:38:614,0.02,-0.01,-1.00,0.58,-256.00,-78.50,-91.60,163.39
20:19:39:168,0.02,-0.01,-1.00,0.58,-253.60,-78.80,-92.90,162.43
20:19:39:722,0.02,-0.01,-0.99,0.57,-255.40,-80.10,-93.70,163.73
20:19:40:276,0.02,-0.01,-0.99,0.57,-255.80,-78.70,-92.70,163.52
20:19:40:830,0.02,-0.01,-0.99,0.57,-254.70,-79.20,-93.40,163.16
20:19:41:384,0.02,-0.01,-1.00,0.58,-255.30,-79.60,-93.00,163.47
20:19:41:938,0.02,-0.01,-0.99,0.57,-254.10,-79.10,-91.90,162.55
20:19:42:497,0.02,-0.01,-0.99,0.57,-255.70,-80.00,-92.10,163.57
20:19:43:046,0.02,-0.01,-0.99,0.57,-255.50,-79.10,-90.90,163.09
20:19:43:600,0.02,-0.02,-1.00,0.58,-254.90,-78.40,-93.20,163.10
20:19:44:155,0.02,-0.01,-1.00,0.58,-254.40,-77.90,-92.10,162.55
20:19:44:708,0.02,-0.01,-1.00,0.58,-255.30,-78.80,-94.20,163.57
20:19:45:262,0.02,-0.01,-1.00,0.58,-254.90,-78.90,-92.50,163.05
20:19:45:816,0.02,-0.01,-0.99,0.57,-254.80,-78.80,-92.70,163.02
20:19:46:370,0.02,-0.01,-0.99,0.57,-255.40,-78.40,-93.00,163.32
20:19:46:924,0.02,-0.01,-0.99,0.57,-254.40,-78.90,-91.10,162.53
20:19:47:478,0.03,-0.01,-1.00,0.58,-255.90,-78.40,-93.40,163.66
20:19:48:032,0.02,-0.01,-1.00,0.57,-254.40,-77.70,-90.10,162.15
20:19:48:586,0.02,-0.01,-1.00,0.57,-254.80,-79.60,-92.30,163.07
20:19:49:140,0.03,-0.01,-1.00,0.58,-254.70,-81.60,-90.80,163.07
20:19:49:694,0.02,-0.01,-1.00,0.58,-256.60,-78.60,-94.40,164.25
20:19:50:248,0.02,-0.02,-1.00,0.58,-254.40,-78.90,-93.30,162.94
20:19:50:802,0.03,-0.01,-0.99,0.57,-255.20,-78.90,-91.20,162.96
20:19:51:356,0.02,-0.01,-0.99,0.57,-255.10,-79.60,-93.90,163.53
20:19:51:910,0.02,-0.01,-1.00,0.57,-256.80,-78.40,-92.00,163.87
20:19:52:464,0.02,-0.01,-0.99,0.57,-255.50,-79.00,-90.30,162.97
20:19:53:021,0.02,-0.01,-1.00,0.58,-255.50,-79.40,-93.30,163.59
20:19:53:572,0.03,-0.02,-1.01,0.58,-255.10,-78.00,-91.90,162.90
20:19:54:126,0.02,-0.01,-0.98,0.57,-255.80,-79.40,-93.00,163.69
20:19:54:680,0.02,-0.01,-1.00,0.58,-256.00,-79.30,-91.10,163.43
20:19:55:234,0.02,-0.01,-0.98,0.57,-254.90,-79.00,-92.30,163.03
20:19:55:789,0.02,-0.01,-0.99,0.57,-254.00,-78.90,-93.90,162.85
20:19:56:343,0.02,-0.02,-0.99,0.57,-254.70,-78.50,-93.20,163.01
20:19:56:896,0.02,-0.01,-0.99,0.57,-253.90,-79.20,-92.10,162.50
20:19:57:450,0.03,-0.01,-1.00,0.57,-255.70,-79.70,-94.20,163.92
20:19:58:005,0.02,-0.01,-1.00,0.58,-253.90,-79.30,-93.20,162.73
20:19:58:559,0.02,-0.01,-1.00,0.58,-257.00,-79.80,-91.20,164.05
20:19:59:112,0.02,-0.01,-0.99,0.57,-257.10,-79.70,-92.40,164.31
20:19:59:667,0.03,-0.01,-0.99,0.57,-257.00,-78.20,-91.00,163.75
20:20:00:221,0.03,-0.01,-1.00,0.58,-255.60,-78.90,-91.80,163.28
20:20:00:774,0.02,-0.01,-0.99,0.57,-255.40,-78.80,-92.20,163.24
20:20:01:329,0.03,-0.01,-0.99,0.57,-254.70,-79.70,-91.10,162.81
20:20:01:883,0.02,-0.01,-0.99,0.57,-254.80,-79.90,-88.80,162.47
20:20:02:436,0.02,-0.02,-0.99,0.57,-255.60,-80.40,-93.80,163.90
20:20:02:991,0.02,-0.01,-1.00,0.58,-255.40,-79.40,-90.40,163.00
20:20:03:545,0.02,-0.02,-0.99,0.57,-254.40,-78.90,-92.00,162.69
20:20:04:099,0.02,-0.01,-1.00,0.58,-255.20,-79.40,-90.70,162.95
20:20:04:653,0.02,-0.02,-0.99,0.57,-254.80,-79.10,-92.00,162.94
20:20:05:207,0.02,-0.01,-1.01,0.58,-256.10,-78.80,-92.10,163.58
20:20:05:761,0.03,-0.01,-0.97,0.56,-254.10,-79.40,-92.30,162.68
20:20:06:315,0.02,-0.01,-0.99,0.57,-254.60,-77.60,-92.90,162.76
20:20:06:869,0.02,-0.01,-1.00,0.58,-253.90,-79.30,-91.70,162.44
20:20:07:423,0.02,-0.01,-1.00,0.57,-255.10,-78.10,-90.60,162.67
20:20:07:977,0.02,-0.01,-1.00,0.58,-255.10,-79.90,-90.90,163.02
20:20:08:531,0.03,-0.01,-0.99,0.57,-255.80,-81.10,-91.90,163.76
20:20:09:085,0.03,-0.01,-1.00,0.58,-255.50,-78.20,-90.90,162.95
20:20:09:639,0.03,-0.01,-0.99,0.57,-256.70,-78.60,-93.30,164.09
20:20:10:193,0.02,-0.01,-1.00,0.58,-256.60,-78.00,-93.80,164.04
20:20:10:747,0.02,-0.01,-0.99,0.57,-254.40,-78.80,-92.70,162.81
20:20:11:301,0.02,-0.01,-0.99,0.57,-254.80,-79.30,-95.20,163.58
20:20:11:855,0.03,-0.01,-0.99,0.57,-255.30,-79.60,-92.70,163.41
20:20:12:409,0.02,-0.01,-0.99,0.57,-254.90,-78.60,-92.90,163.08
20:20:12:963,0.02,-0.01,-1.00,0.58,-253.40,-80.80,-95.20,163.10
20:20:13:517,0.02,-0.01,-0.99,0.57,-254.60,-78.80,-94.00,163.16
20:20:14:071,0.02,-0.01,-0.99,0.57,-253.90,-79.50,-94.10,162.93
20:20:14:625,0.02,-0.01,-0.99,0.57,-255.10,-78.90,-91.30,162.93
20:20:15:179,0.02,-0.01,-0.99,0.57,-254.50,-80.40,-90.20,162.66
20:20:15:733,0.02,-0.01,-0.99,0.57,-254.50,-79.90,-93.00,163.10
20:20:16:287,0.02,-0.02,-1.00,0.58,-256.00,-79.80,-92.70,163.81
20:20:16:841,0.02,-0.01,-0.99,0.57,-254.40,-80.10,-90.60,162.63
20:20:17:395,0.02,-0.01,-1.00,0.58,-254.00,-80.10,-94.00,163.06
20:20:17:949,0.02,-0.01,-0.98,0.57,-255.80,-77.70,-91.80,163.20
20:20:18:503,0.02,-0.01,-1.01,0.58,-254.50,-79.60,-91.20,162.71
20:20:19:057,0.02,-0.02,-0.99,0.57,-256.20,-79.00,-94.70,164.16
20:20:19:611,0.02,-0.01,-1.00,0.58,-254.10,-78.50,-91.50,162.38
20:20:20:165,0.03,-0.01,-0.99,0.57,-255.20,-80.30,-93.10,163.55
20:20:20:719,0.02,-0.02,-0.99,0.57,-254.60,-81.00,-91.00,162.96
20:20:21:273,0.02,-0.01,-1.00,0.58,-256.00,-79.00,-89.60,163.10
20:20:21:827,0.02,-0.02,-0.99,0.57,-253.80,-78.50,-92.00,162.32
20:20:22:381,0.02,-0.01,-0.99,0.57,-255.30,-78.60,-91.50,163.02
20:20:22:935,0.02,-0.02,-1.00,0.57,-254.60,-79.00,-93.60,163.12
20:20:23:489,0.02,-0.01,-1.00,0.58,-254.30,-80.80,-93.40,163.22
20:20:24:043,0.02,-0.01,-1.00,0.57,-254.20,-80.20,-94.70,163.32
20:20:24:597,0.02,-0.01,-1.00,0.58,-253.70,-78.30,-90.10,161.88
20:20:25:151,0.03,-0.01,-0.99,0.57,-254.70,-81.00,-91.00,163.01
20:20:25:705,0.02,-0.01,-1.00,0.57,-255.50,-79.60,-94.20,163.80
20:20:26:259,0.02,-0.01,-0.99,0.57,-255.60,-78.20,-91.50,163.11
20:20:26:813,0.02,-0.01,-0.99,0.57,-253.70,-79.70,-91.30,162.33
20:20:27:367,0.01,-0.01,-0.99,0.57,-255.30,-79.20,-92.90,163.38
20:20:27:921,0.03,-0.00,-0.99,0.57,-255.50,-80.40,-93.10,163.72
20:20:28:475,0.02,-0.01,-1.00,0.58,-254.30,-78.50,-92.40,162.65
20:20:29:031,0.02,-0.01,-0.98,0.57,-255.70,-79.30,-93.70,163.76
20:20:29:583,0.02,-0.01,-1.00,0.58,-254.90,-79.70,-91.40,162.97
20:20:30:137,0.02,-0.01,-0.99,0.57,-255.30,-77.70,-93.20,163.20
20:20:30:691,0.02,-0.01,-1.00,0.58,-255.60,-80.00,-92.60,163.61
20:20:31:245,0.02,-0.01,-0.99,0.57,-255.70,-79.40,-91.50,163.36
20:20:31:799,0.03,-0.01,-0.99,0.57,-255.70,-79.50,-92.90,163.64
20:20:32:353,0.02,-0.01,-0.99,0.57,-256.10,-78.70,-92.10,163.57
20:20:32:907,0.03,-0.01,-0.99,0.57,-255.20,-78.90,-91.30,162.98
20:20:33:461,0.02,-0.01,-1.00,0.58,-256.10,-78.90,-92.00,163.58
20:20:34:015,0.02,-0.02,-0.99,0.57,-254.40,-80.10,-92.70,163.02
20:20:34:569,0.02,-0.01,-1.00,0.58,-257.00,-79.80,-91.70,164.14
20:20:35:123,0.03,-0.01,-1.01,0.58,-254.20,-79.90,-92.00,162.75
20:20:35:677,0.03,-0.01,-1.00,0.58,-254.40,-81.10,-93.20,163.28
20:20:36:231,0.02,-0.01,-0.99,0.57,-255.60,-79.20,-91.60,163.29
20:20:36:785,0.02,-0.02,-0.99,0.57,-256.00,-78.70,-91.20,163.35
20:20:37:339,0.02,-0.01,-0.99,0.57,-255.70,-78.60,-89.20,162.81
20:20:37:893,0.02,-0.01,-0.99,0.57,-256.60,-79.70,-91.40,163.86
20:20:38:447,0.02,-0.02,-1.00,0.58,-255.80,-78.90,-92.00,163.42
20:20:39:001,0.03,-0.01,-1.00,0.58,-254.30,-78.40,-93.40,162.83
20:20:39:558,0.02,-0.01,-0.99,0.57,-255.60,-78.20,-93.00,163.40
20:20:40:109,0.02,-0.01,-1.00,0.58,-256.40,-79.10,-92.60,163.88
20:20:40:663,0.02,-0.01,-1.00,0.58,-255.00,-79.50,-91.60,163.03
20:20:41:217,0.02,-0.01,-0.99,0.57,-254.70,-79.50,-90.90,162.74
20:20:41:771,0.03,-0.01,-1.00,0.58,-255.00,-80.50,-90.60,163.01
20:20:42:325,0.02,-0.01,-0.99,0.57,-255.80,-80.70,-92.10,163.74
20:20:42:879,0.02,-0.01,-1.01,0.58,-254.60,-79.80,-94.10,163.34
20:20:43:433,0.02,-0.02,-0.99,0.57,-256.00,-80.10,-92.20,163.76
20:20:43:987,0.03,-0.01,-0.99,0.57,-255.90,-80.10,-91.80,163.63
20:20:44:541,0.02,-0.01,-0.99,0.57,-254.40,-79.80,-93.40,163.11
20:20:45:095,0.03,-0.01,-0.99,0.57,-255.20,-78.10,-91.70,162.93
20:20:45:649,0.03,-0.01,-1.00,0.58,-255.20,-79.20,-92.40,163.24
20:20:46:203,0.02,-0.01,-0.99,0.57,-254.90,-78.60,-92.60,163.02
20:20:46:757,0.02,-0.01,-1.00,0.58,-254.40,-78.80,-92.60,162.79
20:20:47:311,0.03,-0.02,-1.00,0.58,-256.30,-77.60,-91.80,163.44
20:20:47:865,0.03,-0.01,-0.99,0.57,-256.10,-78.50,-93.10,163.72
20:20:48:419,0.02,-0.01,-1.00,0.58,-257.00,-80.10,-92.70,164.38
20:20:48:973,0.02,-0.01,-0.99,0.57,-254.70,-78.50,-91.90,162.77
20:20:49:527,0.02,-0.01,-0.99,0.57,-257.10,-80.00,-93.20,164.51
20:20:50:084,0.03,-0.01,-1.00,0.58,-257.00,-79.20,-91.20,163.95
20:20:50:635,0.02,-0.01,-1.00,0.58,-255.90,-78.90,-92.90,163.65
20:20:51:189,0.02,-0.01,-0.99,0.57,-254.80,-80.00,-91.80,163.04
20:20:51:743,0.03,-0.01,-0.99,0.57,-257.20,-79.10,-93.70,164.51
20:20:52:297,0.02,-0.01,-0.99,0.57,-255.70,-79.30,-91.90,163.42
20:20:52:851,0.02,-0.01,-0.99,0.57,-255.30,-78.40,-92.40,163.16
20:20:53:405,0.02,-0.02,-1.00,0.58,-255.30,-79.10,-88.60,162.57
20:20:53:959,0.02,-0.01,-1.00,0.58,-254.80,-79.40,-89.60,162.54
20:20:54:513,0.03,-0.01,-0.99,0.57,-255.60,-78.80,-93.50,163.59
20:20:55:067,0.02,-0.01,-0.99,0.57,-255.20,-79.70,-92.70,163.37
20:20:55:621,0.03,-0.01,-1.02,0.59,-255.60,-79.10,-92.90,163.52
20:20:56:175,0.02,-0.01,-1.02,0.59,-255.00,-79.00,-92.10,163.04
20:20:56:729,0.02,-0.01,-0.99,0.57,-255.60,-79.90,-90.50,163.20
20:20:57:283,0.02,-0.01,-0.99,0.57,-255.60,-78.80,-89.10,162.77
20:20:57:837,0.02,-0.01,-1.01,0.58,-255.40,-79.40,-93.40,163.56
20:20:58:391,0.02,-0.01,-0.98,0.57,-253.60,-78.50,-92.00,162.21
20:20:58:945,0.02,-0.01,-0.99,0.57,-254.30,-77.80,-91.00,162.28
20:20:59:499,0.02,-0.01,-1.00,0.58,-256.10,-78.60,-91.20,163.38
20:21:00:053,0.02,-0.01,-0.99,0.57,-255.50,-80.30,-93.10,163.70
20:21:00:607,0.03,-0.01,-0.99,0.57,-255.80,-79.70,-92.20,163.59
20:21:01:161,0.02,-0.01,-0.99,0.57,-255.80,-79.80,-92.10,163.59
20:21:01:715,0.02,-0.01,-0.99,0.57,-255.10,-81.10,-92.90,163.59
20:21:02:269,0.02,-0.01,-0.99,0.57,-255.00,-79.10,-93.10,163.25
20:21:02:823,0.02,-0.01,-1.00,0.58,-255.70,-78.90,-91.10,163.20
20:21:03:377,0.02,-0.01,-0.99,0.57,-255.70,-79.60,-92.20,163.52
20:21:03:931,0.02,-0.01,-0.99,0.57,-256.10,-78.90,-90.30,163.27
20:21:04:485,0.02,-0.01,-1.00,0.58,-256.50,-80.40,-92.30,164.09
20:21:05:039,0.02,-0.01,-0.99,0.57,-254.20,-79.50,-92.40,162.76
20:21:05:593,0.02,-0.01,-0.99,0.57,-256.90,-78.40,-90.50,163.64
20:21:06:147,0.02,-0.01,-0.99,0.57,-256.00,-79.70,-90.30,163.34
20:21:06:701,0.02,-0.01,-1.00,0.58,-254.80,-78.90,-91.60,162.83
20:21:07:255,0.02,-0.01,-0.99,0.57,-255.20,-80.50,-92.20,163.41
20:21:07:809,0.02,-0.01,-1.00,0.58,-255.50,-80.10,-90.20,163.13
20:21:08:363,0.03,-0.01,-0.99,0.57,-255.40,-78.20,-90.60,162.84
20:21:08:917,0.02,-0.01,-0.99,0.57,-255.10,-78.70,-92.00,163.03
20:21:09:471,0.02,-0.01,-0.99,0.57,-256.20,-79.40,-92.30,163.77
20:21:10:025,0.02,-0.01,-0.99,0.57,-256.10,-79.40,-92.20,163.70
20:21:10:579,0.02,-0.01,-1.00,0.58,-254.90,-77.80,-92.90,162.95
20:21:11:133,0.02,-0.01,-1.00,0.58,-254.80,-78.90,-90.80,162.68
20:21:11:687,0.02,-0.01,-0.99,0.57,-253.80,-79.00,-93.20,162.63
20:21:12:241,0.02,-0.01,-1.00,0.58,-254.10,-80.10,-91.30,162.60
20:21:12:795,0.02,-0.01,-1.00,0.58,-255.00,-79.70,-93.20,163.36
20:21:13:349,0.03,-0.01,-0.99,0.57,-256.30,-78.30,-93.30,163.83
20:21:13:903,0.02,-0.01,-0.99,0.57,-254.10,-80.20,-92.20,162.79
20:21:14:457,0.02,-0.01,-0.99,0.57,-254.20,-78.40,-93.60,162.81
20:21:15:011,0.02,-0.01,-0.99,0.57,-254.70,-77.40,-92.80,162.76
20:21:15:574,0.02,-0.01,-1.00,0.58,-255.50,-80.00,-93.00,163.64
20:21:16:119,0.03,-0.01,-1.00,0.58,-254.90,-78.80,-92.30,163.00
20:21:16:673,0.02,-0.01,-0.99,0.57,-256.20,-79.30,-95.40,164.35
20:21:17:227,0.02,-0.01,-0.99,0.57,-256.00,-79.40,-92.00,163.61
20:21:17:781,0.02,-0.01,-1.00,0.58,-255.00,-78.80,-92.30,163.05
20:21:18:335,0.03,-0.01,-0.99,0.57,-254.70,-78.80,-94.30,163.27
20:21:18:889,0.02,-0.01,-1.00,0.58,-256.80,-79.20,-92.50,164.09
20:21:19:443,0.03,-0.01,-0.99,0.57,-254.50,-79.50,-94.70,163.36
20:21:19:997,0.02,-0.01,-1.00,0.58,-255.80,-80.30,-92.20,163.69
20:21:20:551,0.03,-0.01,-0.99,0.57,-255.60,-79.50,-92.10,163.44
20:21:21:105,0.03,-0.02,-0.99,0.57,-256.20,-79.50,-91.50,163.64
20:21:21:659,0.02,-0.01,-0.99,0.57,-253.10,-81.10,-94.00,162.76
20:21:22:213,0.02,-0.01,-0.99,0.57,-255.30,-79.70,-92.10,163.31
20:21:22:767,0.02,-0.02,-0.99,0.57,-256.20,-78.80,-92.10,163.64
20:21:23:321,0.02,-0.01,-1.00,0.58,-255.50,-77.90,-91.60,163.03
20:21:23:875,0.02,-0.01,-1.00,0.57,-256.00,-78.50,-92.50,163.56
20:21:24:430,0.02,-0.02,-0.99,0.57,-254.50,-79.80,-92.50,162.99
20:21:24:983,0.02,-0.01,-1.00,0.57,-256.10,-78.70,-93.00,163.74
20:21:25:537,0.02,-0.01,-1.00,0.58,-255.90,-78.70,-91.00,163.26
20:21:26:091,0.03,-0.01,-0.99,0.57,-256.80,-81.20,-92.90,164.49
20:21:26:645,0.02,-0.01,-0.99,0.57,-256.00,-79.20,-92.10,163.60
20:21:27:200,0.02,-0.01,-0.99,0.57,-254.40,-79.40,-91.70,162.72
20:21:27:754,0.02,-0.01,-0.99,0.57,-255.50,-79.40,-92.30,163.41
20:21:28:307,0.02,-0.01,-1.00,0.58,-255.40,-80.30,-92.30,163.50
20:21:28:862,0.03,-0.02,-0.99,0.57,-256.20,-79.60,-93.10,163.95
20:21:29:415,0.02,-0.02,-0.99,0.57,-254.10,-79.50,-91.20,162.49
20:21:29:970,0.02,-0.02,-0.99,0.57,-254.90,-79.30,-91.00,162.83
20:21:30:524,0.02,-0.01,-0.99,0.57,-253.80,-79.30,-91.20,162.30
20:21:31:077,0.02,-0.01,-1.01,0.58,-255.80,-80.20,-91.60,163.56
20:21:31:632,0.02,-0.01,-1.00,0.58,-255.90,-79.10,-90.10,163.16
20:21:32:186,0.02,-0.01,-1.00,0.58,-255.10,-79.00,-91.50,162.98
20:21:32:740,0.02,-0.01,-1.00,0.58,-255.00,-79.10,-91.70,162.98
20:21:33:294,0.02,-0.01,-1.00,0.58,-256.10,-79.20,-90.50,163.35
20:21:33:848,0.03,-0.01,-0.99,0.57,-256.00,-79.90,-92.80,163.84
20:21:34:402,0.02,-0.02,-0.99,0.57,-255.10,-77.90,-93.40,163.16
20:21:34:956,0.02,-0.01,-1.00,0.58,-254.90,-79.70,-93.60,163.39
20:21:35:510,0.02,-0.02,-0.99,0.57,-255.50,-79.70,-91.50,163.30
20:21:36:064,0.02,-0.01,-1.00,0.58,-256.40,-78.70,-91.10,163.54
20:21:36:620,0.02,-0.01,-1.00,0.58,-255.00,-78.50,-90.40,162.64
20:21:37:172,0.03,-0.01,-1.00,0.58,-254.60,-81.30,-93.30,163.44
